Keywords,name,KeywordID
工业和信息化领域数据安全管理办法,工业和信息化领域数据安全管理办法,143
数据跨境流动,数据跨境流动,144
个人信息主体同意,个人信息主体同意,145
数据,数据,146
数据出境安全,数据出境安全,147
数据安全治理体系,数据安全治理体系,148
数据出境活动监管,数据出境活动监管,149
数据隐私法,数据隐私法,150
数据主体,数据主体,151
个人信息 (personal information),个人信息 (personal information),152
数据隐私法 (Data Privacy Law),数据隐私法 (Data Privacy Law),153
数据隐私,数据隐私,154
信息控制者,信息控制者,155
- 个人信息处理者,- 个人信息处理者,156
数据隐私。,数据隐私。,157
隐私委员会,隐私委员会,158
隐私法律,隐私法律,159
私隐专员,私隐专员,160
诉讼费用 (Litigation costs),诉讼费用 (Litigation costs),161
特权通信,特权通信,162
个人信息控制者,个人信息控制者,163
隐私法,隐私法,164
- 敏感个人信息,- 敏感个人信息,165
数据隐私laws,数据隐私laws,166
法律,法律,167
个人敏感信息,个人敏感信息,168
隐私,隐私,169
信息,信息,170
- 个人信息,- 个人信息,171
隐私数据,隐私数据,172
数据保护法,数据保护法,173
个人数据,个人数据,174
个人数据.,个人数据.,175
信托,信托,176
数据保护,数据保护,177
保护法,保护法,178
数据中介人,数据中介人,179
数据中介机构,数据中介机构,180
数据保护委员会,数据保护委员会,181
- 个人数据保护委员会,- 个人数据保护委员会,182
个人资料保护专员,个人资料保护专员,183
数据保护机构,数据保护机构,184
个人数据保护法,个人数据保护法,185
个人资料,个人资料,186
资料,资料,187
个人資料,个人資料,188
数据保护法 (Data Protection Law),数据保护法 (Data Protection Law),189
数据泄露,数据泄露,190
个人資料外洩,个人資料外洩,191
数据外泄,数据外泄,192
数据外洩,数据外洩,193
数据控制,数据控制,194
个人数据 (Personal data),个人数据 (Personal data),195
个人数据。,个人数据。,196
个人数据保护,个人数据保护,197
条件,条件,198
新加坡电话号码,新加坡电话号码,199
- 个人数据保护,- 个人数据保护,200
- 委员会 (Committee),- 委员会 (Committee),201
資料,資料,202
时间 (Time),时间 (Time),203
审议,审议,204
保护,保护,205
数据(subject),数据(subject),206
起诉,起诉,207
- 数据,- 数据,208
数据 (Data),数据 (Data),209
个人数据保护委员会,个人数据保护委员会,210
商业资产,商业资产,211
个人资料 (Personal data),个人资料 (Personal data),212
個人數据,個人數据,213
数据保护上诉小组,数据保护上诉小组,214
上诉小组,上诉小组,215
上诉委员会,上诉委员会,216
数据 (dàtā),数据 (dàtā),217
电信安全法,电信安全法,218
电信法,电信法,219
法令,法令,220
法律责任 (Legal responsibility),法律责任 (Legal responsibility),221
网络,网络,222
安全法,安全法,223
电信安全法 (Telecommunications Security Law),电信安全法 (Telecommunications Security Law),224
法律 (legal),法律 (legal),225
法规,法规,226
通知,通知,227
业务守则,业务守则,228
法律制度,法律制度,229
法律责任,法律责任,230
责任,责任,231
电信管理局,电信管理局,232
电讯管理局,电讯管理局,233
通信安全,通信安全,234
安全漏洞,安全漏洞,235
法律(concept),法律(concept),236
电信安全,电信安全,237
机构,机构,238
电訊管理局,电訊管理局,239
法案,法案,240
法律诉讼,法律诉讼,241
通知书,通知书,242
通知 (Notification),通知 (Notification),243
评估通知,评估通知,244
法院,法院,245
电信,电信,246
電訊管理局,電訊管理局,247
评估,评估,248
保安责任,保安责任,249
法定违规,法定违规,250
法律声明,法律声明,251
条,条,252
安全责任,安全责任,253
法规声明,法规声明,254
法庭,法庭,255
机密事项,机密事项,256
基礎設施,基礎設施,257
审查 (Review),审查 (Review),258
审查报告,审查报告,259
供应商,供应商,260
电子通信网络,电子通信网络,261
法律安全,法律安全,262
期限 (Deadline),期限 (Deadline),263
计划 (Plan),计划 (Plan),264
- 供应商,- 供应商,265
- 电信,- 电信,266
法律实施,法律实施,267
监督指令,监督指令,268
报告,报告,269
法律条款,法律条款,270
"""电信安全法""","""电信安全法""",271
法律操作,法律操作,272
提供方,提供方,273
检查通知书,检查通知书,274
授权人员 (Authorized personnel),授权人员 (Authorized personnel),275
电信通信,电信通信,276
电子通信法规,电子通信法规,277
"""检查通知""","""检查通知""",278
法务,法务,279
- 电信安全法,- 电信安全法,280
法律规定,法律规定,281
法定,法定,282
执行,执行,283
法律。,法律。,284
法律指示 (Legal Directive),法律指示 (Legal Directive),285
法律(relevant to legal concept),法律(relevant to legal concept),286
通信安全法,通信安全法,287
权力,权力,288
法律(concept of law),法律(concept of law),289
法律法则,法律法则,290
通知(information/notification),通知(information/notification),291
法律要求,法律要求,292
信息要求,信息要求,293
电信管理,电信管理,294
通信法,通信法,295
电信运营商,电信运营商,296
条例,条例,297
公共电信提供商,公共电信提供商,298
电信管理局 (Telecommunications Regulatory Authority),电信管理局 (Telecommunications Regulatory Authority),299
专家建议,专家建议,300
备忘录 (Memorandum),备忘录 (Memorandum),301
业务准则,业务准则,302
公共电信运营商,公共电信运营商,303
业务,业务,304
营业额,营业额,305
安全框架,安全框架,306
运营商,运营商,307
通信管理局,通信管理局,308
通信管理局 (Communications Authority),通信管理局 (Communications Authority),309
业务规范,业务规范,310
医疗服务提供者,医疗服务提供者,311
微型实体,微型实体,312
法规要求,法规要求,313
运营网络,运营网络,314
关键功能,关键功能,315
功能,功能,316
组件,组件,317
网络监督,网络监督,318
网络监督功能,网络监督功能,319
安全功能,安全功能,320
网络监督职能部门,网络监督职能部门,321
网络监督功能 (Network monitoring function),网络监督功能 (Network monitoring function),322
基础设施,基础设施,323
虚拟化结构,虚拟化结构,324
安全关键功能,安全关键功能,325
容器化,容器化,326
网络监督职能,网络监督职能,327
网络架构,网络架构,328
安全事故,安全事故,329
网络。,网络。,330
网络医疗服务提供者,网络医疗服务提供者,331
安全架构,安全架构,332
网络设备,网络设备,333
管理平面,管理平面,334
设备,设备,335
安全控制,安全控制,336
攻击,攻击,337
电信网络,电信网络,338
网络钓鱼攻击,网络钓鱼攻击,339
管理用户,管理用户,340
区域,区域,341
- 业务守则,- 业务守则,342
安全业务,安全业务,343
业务守则 (Code of Conduct),业务守则 (Code of Conduct),344
身份验证,身份验证,345
网络限制,网络限制,346
管理平台,管理平台,347
第三方管理员 (3PA),第三方管理员 (3PA),348
管理平面 (Management plane),管理平面 (Management plane),349
第三方管理员,第三方管理员,350
网络数据,网络数据,351
数据传输,数据传输,352
虚拟化,虚拟化,353
主机操作系统,主机操作系统,354
容器,容器,355
安全解决方案,安全解决方案,356
主机,主机,357
- 守则,- 守则,358
主机房,主机房,359
主机群组,主机群组,360
信任域,信任域,361
- 虚拟化,- 虚拟化,362
- 主机,- 主机,363
网络功能,网络功能,364
虚拟化 (Virtualization),虚拟化 (Virtualization),365
虚拟功能,虚拟功能,366
裸机管理程序,裸机管理程序,367
网络 (network),网络 (network),368
- 安全补丁,- 安全补丁,369
网络基础设施,网络基础设施,370
公共电信网络,公共电信网络,371
通讯,通讯,372
措施 (Control Measures),措施 (Control Measures),373
网络信号,网络信号,374
电信标准,电信标准,375
协议,协议,376
规程,规程,377
GTP-C.,GTP-C.,378
网络间,网络间,379
守则,守则,380
资产管理,资产管理,381
资产登记册,资产登记册,382
业务规则,业务规则,383
资产,资产,384
- 网络提供商,- 网络提供商,385
英国电信安全业务守则,英国电信安全业务守则,386
电信法规,电信法规,387
信号平面 (Signal plane),信号平面 (Signal plane),388
事故,事故,389
- SIM卡,- SIM卡,390
特权访问,特权访问,391
监控,监控,392
虚拟专用网络(VPN),虚拟专用网络(VPN),393
服务,服务,394
业务守则 (Business Code),业务守则 (Business Code),395
企业服务,企业服务,396
守则 (Rule),守则 (Rule),397
虚拟桌面,虚拟桌面,398
安全区,安全区,399
SIM卡,SIM卡,400
SIM 卡,SIM 卡,401
集成电路卡 (UICC),集成电路卡 (UICC),402
通用集成电路卡 (UICC),通用集成电路卡 (UICC),403
物联网,物联网,404
用户数据,用户数据,405
业务 (Business),业务 (Business),406
eSIM,eSIM,407
"""电信安全""","""电信安全""",408
SIM 卡配置文件,SIM 卡配置文件,409
业务守则 (Business Rules),业务守则 (Business Rules),410
证书钉,证书钉,411
加密,加密,412
终端设备,终端设备,413
CPE (设备),CPE (设备),414
- 法案,- 法案,415
CPE (客户设备),CPE (客户设备),416
用户端设备,用户端设备,417
CPE 设备,CPE 设备,418
管理协议 (Management Protocol),管理协议 (Management Protocol),419
工具,工具,420
网络提供商,网络提供商,421
国家,国家,422
网络和服务管理,网络和服务管理,423
业务连续性计划,业务连续性计划,424
规定,规定,425
安全运营中心 (SOC),安全运营中心 (SOC),426
安全监控,安全监控,427
提供商 (Provider),提供商 (Provider),428
日志记录,日志记录,429
记录,记录,430
监控 (monitoring),监控 (monitoring),431
监控 (Monitoring),监控 (Monitoring),432
位置监控,位置监控,433
审计数据,审计数据,434
监控信息,监控信息,435
监控数据 (Monitoring data),监控数据 (Monitoring data),436
安全分析,安全分析,437
网络活动,网络活动,438
数据集合,数据集合,439
分析人员,分析人员,440
业务守则 (Regulation),业务守则 (Regulation),441
边界网关 (Boundary Gateway),边界网关 (Boundary Gateway),442
边界网关协议 (BGP),边界网关协议 (BGP),443
BGP路由错误,BGP路由错误,444
劫持,劫持,445
安全事件 (Security event),安全事件 (Security event),446
资源,资源,447
业务守则5,业务守则5,448
路由,路由,449
BGP路由,BGP路由,450
业务规章,业务规章,451
- 公钥基础设施 (RPKI),- 公钥基础设施 (RPKI),452
- 路由器,- 路由器,453
路由设备,路由设备,454
TCP-AO,TCP-AO,455
日志信息,日志信息,456
信息源,信息源,457
风险,风险,458
安全,安全,459
日志,日志,460
设备日志,设备日志,461
供应链,供应链,462
业务ógovernment,业务ógovernment,463
第三方供应商,第三方供应商,464
数据共享 (Data Sharing),数据共享 (Data Sharing),465
- 数据所有者,- 数据所有者,466
数据共享,数据共享,467
管理访问,管理访问,468
管理员,管理员,469
间谍,间谍,470
供应链攻击,供应链攻击,471
托管服务,托管服务,472
第三方管理者,第三方管理者,473
网络风险,网络风险,474
提供商,提供商,475
政府,政府,476
守则6 - 安全,守则6 - 安全,477
- 立法提案,- 立法提案,478
风险管理,风险管理,479
供应,供应,480
漏洞,漏洞,481
网络设备供应商,网络设备供应商,482
供应商安全评估 (VSA),供应商安全评估 (VSA),483
设备 (Device),设备 (Device),484
采购,采购,485
合同,合同,486
网络_Unauthorized access or interference,网络_Unauthorized access or interference,487
安全损害,安全损害,488
负责人,负责人,489
电信安全漏洞,电信安全漏洞,490
要求,要求,491
副本 (fùběn),副本 (fùběn),492
云存储 (cloud storage),云存储 (cloud storage),493
云备份,云备份,494
备份,备份,495
备份计划,备份计划,496
云安全 (Cloud Security),云安全 (Cloud Security),497
信息副本,信息副本,498
安全管理,安全管理,499
英国电信安全业务守则 - 政策,英国电信安全业务守则 - 政策,500
安全漏洞 (Security vulnerability),安全漏洞 (Security vulnerability),501
安全治理,安全治理,502
业务流程,业务流程,503
服務,服務,504
- 托儿机构,- 托儿机构,505
治理,治理,506
供應商,供應商,507
风险评估,风险评估,508
条规定,条规定,509
补丁,补丁,510
- 条例,- 条例,511
安全培训,安全培训,512
- 条规定,- 条规定,513
- 安全,- 安全,514
测试,测试,515
渗透测试,渗透测试,516
网络或服务,网络或服务,517
位置,位置,518
安全符合,安全符合,519
安全规划,安全规划,520
实体,实体,521
- 公共电子通信网络,- 公共电子通信网络,522
- 安全漏洞,- 安全漏洞,523
业务守则 (business rules),业务守则 (business rules),524
安全泄露风险 (Security breach risk),安全泄露风险 (Security breach risk),525
信息共享,信息共享,526
供应商 (Supplier),供应商 (Supplier),527
协议 (agreement),协议 (agreement),528
法规 (Regulations),法规 (Regulations),529
数据集,数据集,530
安全边界,安全边界,531
基础设施 (Infrastructure),基础设施 (Infrastructure),532
BGP,BGP,533
- 风险管理 (Risk Management),- 风险管理 (Risk Management),534
业务风险 (business risk),业务风险 (business risk),535
安全事件,安全事件,536
- 安全事件,- 安全事件,537
用户账户,用户账户,538
信号平面,信号平面,539
信令,信令,540
设备接口,设备接口,541
SIM 卡供应商,SIM 卡供应商,542
安全认证计划,安全认证计划,543
- 数据 (dàtá),- 数据 (dàtá),544
边界,边界,545
- 网络设备供应商,- 网络设备供应商,546
产品,产品,547
凭证,凭证,548
中央存储,中央存储,549
账户,账户,550
安全要求,安全要求,551
安全协议,安全协议,552
证书,证书,553
安全隐患,安全隐患,554
- 控制措施,- 控制措施,555
网络流量,网络流量,556
数据库,数据库,557
安全性,安全性,558
数据encryption,数据encryption,559
英国电信安全业务守则 主机,英国电信安全业务守则 主机,560
条 3(5),条 3(5),561
网络监控,网络监控,562
网络设备 (network equipment),网络设备 (network equipment),563
网络知识,网络知识,564
- 个人信息保护法,- 个人信息保护法,565
个人数据主体,个人数据主体,566
信息主体,信息主体,567
- 信息控制者,- 信息控制者,568
信息系统,信息系统,569
信息销毁,信息销毁,570
- 信息保护法,- 信息保护法,571
个人隐私,个人隐私,572
信息保护,信息保护,573
个人信息控制者 (Personal Information Controller),个人信息控制者 (Personal Information Controller),574
个人信息 控制者,个人信息 控制者,575
信息记录,信息记录,576
假名化信息,假名化信息,577
跨境个人信息传输,跨境个人信息传输,578
保护委员会,保护委员会,579
隐私政策,隐私政策,580
个人信息保护 laws,个人信息保护 laws,581
隐私官员,隐私官员,582
个人信息档案,个人信息档案,583
信息档案,信息档案,584
个人信息管理系统,个人信息管理系统,585
信息保护法,信息保护法,586
- 个人信息控制者,- 个人信息控制者,587
个人信息传输支持平台,个人信息传输支持平台,588
个人数据控制者,个人数据控制者,589
自动化,自动化,590
赔偿责任,赔偿责任,591
赔偿金额,赔偿金额,592
合理赔偿金额,合理赔偿金额,593
商业秘密,商业秘密,594
命令 (command),命令 (command),595
保密命令,保密命令,596
请求查阅,请求查阅,597
请求程序,请求程序,598
调解委员会,调解委员会,599
集体纠纷调解,集体纠纷调解,600
信息保护 (Data protection),信息保护 (Data protection),601
集体诉讼,集体诉讼,602
律师 (Lawyer),律师 (Lawyer),603
集体诉讼程序 (Class Action Lawsuit),集体诉讼程序 (Class Action Lawsuit),604
个人信息 anonymization,个人信息 anonymization,605
保密 (Confidentiality),保密 (Confidentiality),606
侵权行为,侵权行为,607
法律机构,法律机构,608
个人信息保护委员会,个人信息保护委员会,609
保密,保密,610
个人信息保护状态检查,个人信息保护状态检查,611
信息保护委员会,信息保护委员会,612
个人信息.getData Protection.,个人信息.getData Protection.,613
隐私信息,隐私信息,614
个人,个人,615
个人信息保护法 (Personal Information Protection Law),个人信息保护法 (Personal Information Protection Law),616
"""个人信息""","""个人信息""",617
个人身份代码,个人身份代码,618
投诉 (complaint),投诉 (complaint),619
信息管理,信息管理,620
信息。,信息。,621
个人信息(Data Protection),个人信息(Data Protection),622
匿名个人信息,匿名个人信息,623
信息体,信息体,624
身份,身份,625
员工,员工,626
企业,企业,627
信息保护法 (Data Protection Law),信息保护法 (Data Protection Law),628
信息类别,信息类别,629
个人信息保护组织,个人信息保护组织,630
个人信息保护机构,个人信息保护机构,631
假名化,假名化,632
信息集合体,信息集合体,633
保护法 (Protection Law),保护法 (Protection Law),634
个人信息(Data),个人信息(Data),635
个人信息保护法 Laws,个人信息保护法 Laws,636
登记簿 (registry),登记簿 (registry),637
个人信息档案登记簿,个人信息档案登记簿,638
个人信息登记簿,个人信息登记簿,639
信息公开申请,信息公开申请,640
公司管理,公司管理,641
信息公开,信息公开,642
信息披露,信息披露,643
信息 (information),信息 (information),644
保护 (Protection),保护 (Protection),645
第三方信息,第三方信息,646
信息披露 (Personal information disclosure),信息披露 (Personal information disclosure),647
案件,案件,648
个人信息保护审查委员会,个人信息保护审查委员会,649
法官,法官,650
个人信息文件,个人信息文件,651
个人信息文件名称,个人信息文件名称,652
法人,法人,653
个人信息。,个人信息。,654
信息投诉,信息投诉,655
"事务 (""matters"")","事务 (""matters"")",656
信息处理技术,信息处理技术,657
保护法》而被解雇。,保护法》而被解雇。,658
- 法律,- 法律,659
信息处理,信息处理,660
条款,条款,661
"个人信息""data protection""","个人信息""data protection""",662
组织 (organization),组织 (organization),663
信息委员会,信息委员会,664
信息机构,信息机构,665
信息中心,信息中心,666
信息提供,信息提供,667
信息.innerHeight,信息.innerHeight,668
信息专员,信息专员,669
数据保护(rule),数据保护(rule),670
個人資料,個人資料,671
专员 (Commissioner),专员 (Commissioner),672
公约,公约,673
数据控制者,数据控制者,674
法律解释,法律解释,675
儿童,儿童,676
征信机构,征信机构,677
数据当事人,数据当事人,678
信息权,信息权,679
认证提供者,认证提供者,680
- 数据保护法,- 数据保护法,681
医学研究,医学研究,682
处理,处理,683
信息自由法,信息自由法,684
决议程序,决议程序,685
国家安全,国家安全,686
英国数据保护法 控制者,英国数据保护法 控制者,687
数据保护 (Data protection),数据保护 (Data protection),688
雇员 (Employee),雇员 (Employee),689
数据保护原则 (Data protection principles),数据保护原则 (Data protection principles),690
資料當事人,資料當事人,691
数据保护原则 (Data Protection Principle),数据保护原则 (Data Protection Principle),692
資料原則,資料原則,693
归档,归档,694
数据原则,数据原则,695
期限,期限,696
数据當事人,数据當事人,697
数据(subject matter),数据(subject matter),698
资料当事人,资料当事人,699
数据控制器 (data controller),数据控制器 (data controller),700
- 资料当事人 (Data subject),- 资料当事人 (Data subject),701
資料準確性,資料準確性,702
法则,法则,703
数据保护政策 (Data protection policy),数据保护政策 (Data protection policy),704
- 合同,- 合同,705
数据保护影响评估,数据保护影响评估,706
数据保护官员,数据保护官员,707
数据保护官,数据保护官,708
数据保护官 (Data protection officer),数据保护官 (Data protection officer),709
资料保障主任,资料保障主任,710
数据 transferrable,数据 transferrable,711
数据控制者 (Data controller),数据控制者 (Data controller),712
- 举报,- 举报,713
数据保护 (Data Protection),数据保护 (Data Protection),714
数据保护原则,数据保护原则,715
保障資料原則,保障資料原則,716
数据保存,数据保存,717
数据。,数据。,718
控制者 (Controller),控制者 (Controller),719
控制器,控制器,720
数据Protection,数据Protection,721
权利,权利,722
处理者,处理者,723
证明书,证明书,724
审查,审查,725
文件,文件,726
資料審核,資料審核,727
数据保护职能 (data protection function),数据保护职能 (data protection function),728
数据保护职能,数据保护职能,729
- 个人数据,- 个人数据,730
数据主体 (Data Subject),数据主体 (Data Subject),731
法典,法典,732
证书记录,证书记录,733
信息保密,信息保密,734
信息(Data),信息(Data),735
保密通信,保密通信,736
数据保护法例,数据保护法例,737
信息专员 (Information Commissioner),信息专员 (Information Commissioner),738
专员,专员,739
公司,公司,740
英国数据保护法,英国数据保护法,741
数据保护专员 (Data Protection Commissioner),数据保护专员 (Data Protection Commissioner),742
文件生成,文件生成,743
保护法 - data protection act,保护法 - data protection act,744
数据保护法报告,数据保护法报告,745
强制执行通知,强制执行通知,746
投訴,投訴,747
监督机构,监督机构,748
資料保障法例,資料保障法例,749
赔偿金 (Compensation),赔偿金 (Compensation),750
- 控制者 (controller),- 控制者 (controller),751
诉讼,诉讼,752
数据管理,数据管理,753
- 就业,- 就业,754
赔偿,赔偿,755
- 儿童,- 儿童,756
数据处理框架,数据处理框架,757
数据 protection,数据 protection,758
董事,董事,759
罪行,罪行,760
诉讼 (litigation),诉讼 (litigation),761
药剂师,药剂师,762
服务信托机构,服务信托机构,763
卫生,卫生,764
信托机构 (Trust institution),信托机构 (Trust institution),765
控制者,控制者,766
数据控制者 (Data Controller),数据控制者 (Data Controller),767
社会保障,社会保障,768
保健,保健,769
- 个人资料,- 个人资料,770
数据.setRequestHeader,数据.setRequestHeader,771
"""行为""","""行为""",772
照料者,照料者,773
保险合同,保险合同,774
囚犯,囚犯,775
兴奋剂,兴奋剂,776
索赔,索赔,777
个人信息处理条例,个人信息处理条例,778
移民,移民,779
数据可携性,数据可携性,780
GDPR,GDPR,781
电子交易,电子交易,782
信息自由,信息自由,783
养老金,养老金,784
养老金法,养老金法,785
金融申诉专员 (Financial Ombudsman),金融申诉专员 (Financial Ombudsman),786
金融监管机构,金融监管机构,787
1. 监督官员,1. 监督官员,788
企業融資,企業融資,789
企业融资服务,企业融资服务,790
数据可携带权 (Right to Data Portability),数据可携带权 (Right to Data Portability),791
数据保护法(v),数据保护法(v),792
学校,学校,793
数据文件,数据文件,794
教育数据,教育数据,795
数据主题,数据主题,796
虐待儿童数据,虐待儿童数据,797
2009/268）第3 条 - 条款 (clause),2009/268）第3 条 - 条款 (clause),798
家事诉讼,家事诉讼,799
法律条款 (Legal clauses),法律条款 (Legal clauses),800
认证机构,认证机构,801
个人信息保护条例,个人信息保护条例,802
数据保护规定,数据保护规定,803
公司规则,公司规则,804
独立监管机构,独立监管机构,805
犯罪,犯罪,806
监察员 (Inspector),监察员 (Inspector),807
索赔 (claim),索赔 (claim),808
数据控制器,数据控制器,809
个人权限,个人权限,810
医疗目的,医疗目的,811
医疗服务,医疗服务,812
敏感個人資料,敏感個人資料,813
王室,王室,814
考试 (examination),考试 (examination),815
数据统计,数据统计,816
养恤金,养恤金,817
数据保护法官员,数据保护法官员,818
退休金,退休金,819
数据保护法官,数据保护法官,820
数据保护公约,数据保护公约,821
数据保护专员,数据保护专员,822
数据保护职能 (Data Protection Functions),数据保护职能 (Data Protection Functions),823
数据法 (Data Protection Law),数据法 (Data Protection Law),824
《保护数据公约》,《保护数据公约》,825
資料保護法例,資料保護法例,826
- 授权令,- 授权令,827
法律权力,法律权力,828
执行逮捕令,执行逮捕令,829
英国数据保护法【Data Protection Act】,英国数据保护法【Data Protection Act】,830
資料保護法,資料保護法,831
健康记录 (Health records),健康记录 (Health records),832
医疗报告,医疗报告,833
数据保护法。,数据保护法。,834
数据保护立法,数据保护立法,835
《数据保护法》,《数据保护法》,836
食品标准局,食品标准局,837
資料保障法令,資料保障法令,838
资料保障法例,资料保障法例,839
企业法,企业法,840
- 数据主体 (Data Subject),- 数据主体 (Data Subject),841
数据保护立法 (Data Protection Legislation),数据保护立法 (Data Protection Legislation),842
数据保护法条,数据保护法条,843
資料(数据),資料(数据),844
数据保护 立法,数据保护 立法,845
数据保护法(a),数据保护法(a),846
法律 (fǎlǜ) - Law,法律 (fǎlǜ) - Law,847
数据保护 legislation,数据保护 legislation,848
文字,文字,849
数据保护法 (Data Protection Act),数据保护法 (Data Protection Act),850
数据共享代码,数据共享代码,851
数据法,数据法,852
数据中心,数据中心,853
数据保护指令,数据保护指令,854
Privacy,Privacy,855
资料法,资料法,856
公共机构,公共机构,857
信息权公约,信息权公约,858
数据保护义务,数据保护义务,859
数据保护.,数据保护.,860
数据保护条例,数据保护条例,861
数据(Data),数据(Data),862
监督,监督,863
企业数据,企业数据,864
- 信息权,- 信息权,865
国会议员,国会议员,866
- 資料保障義務,- 資料保障義務,867
"""資料保障法例""","""資料保障法例""",868
信托服务(provider),信托服务(provider),869
信托服务提供者,信托服务提供者,870
